Date,County,Town,Village,VillageID,HouseHold,InspectType,PosHH,PosHHAeg,ConIn,ConOut,ConAll,PosConIn,PosConOut,PosConAll,FAegIn,FAegOut,LarvaAeg,BI,AIAeg,AIAlb,LI,CI
1/21/2011,???,???,???,6401200-017,100,??,1,1,29,27,56,0,1,1,0,0,20,1,0,0,20,1.785
1/21/2011,???,???,???,6401200-055,100,??,1,1,15,12,27,0,1,1,0,0,20,1,0,0,20,3.703
1/21/2011,???,???,???,6401200-076,100,??,1,0,30,19,49,0,1,1,0,0,0,1,0,0,10,2.04
1/21/2011,???,???,???,6401200-054,100,??,1,1,59,31,90,0,1,1,0,0,3,1,0,0,3,1.111
1/21/2011,???,???,???,6401200-025,100,??,1,1,29,20,49,0,1,1,0,0,3,1,0,0,3,2.04
1/21/2011,???,???,???,6401200-029,100,??,2,2,30,21,51,2,0,2,0,0,11,2,0,0,11,3.921
1/21/2011,???,???,???,6401200-016,100,??,2,2,36,26,62,2,0,2,0,0,20,2,0,0,20,3.225
1/22/2011,???,???,???,6401200-044,154,??,3,3,56,41,97,3,0,3,0,0,35,1.948,0,0,22.727,3.092
1/22/2011,???,???,???,6401200-019,141,??,1,1,46,15,61,1,0,1,0,0,5,0.709,0,0,3.546,1.639
1/22/2011,???,???,???,6401200-012,173,??,3,3,87,37,124,1,3,4,0,0,30,2.312,0,0,17.341,3.225
1/23/2011,???,???,???,6401200-044,81,??,2,1,36,19,55,3,0,3,0,0,5,3.703,0,0,8.641,5.454
1/23/2011,???,???,???,6401200-041,100,??,1,1,24,31,55,0,1,1,0,0,5,1,0,0,5,1.818
1/25/2011,???,???,???,6401200-076,100,??,1,1,24,17,41,0,1,1,0,1,5,1,0.01,0,5,2.439
1/25/2011,???,???,???,6401200-075,100,??,2,2,30,10,40,2,0,2,0,0,30,2,0,0,30,5
1/25/2011,???,???,???,6401200-025,100,??,1,1,18,33,51,0,1,1,0,0,1,1,0,0,1,1.96
1/25/2011,???,???,???,6401200-049,100,??,1,1,17,35,52,0,1,1,0,1,10,1,0.01,0,10,1.923
1/25/2011,???,???,???,6401200-073,100,??,3,3,24,25,49,1,2,3,2,0,50,3,0.02,0,50,6.122
1/25/2011,???,???,???,6401200-016,100,??,1,1,20,33,53,0,1,1,0,0,3,1,0,0,3,1.886
1/26/2011,???,???,???,6401200-027,50,??,1,1,18,17,35,0,1,1,0,0,15,2,0,0,30,2.857
1/26/2011,???,???,???,6401200-026,100,??,2,2,48,27,75,1,1,2,0,0,4,2,0,0,4,2.666
1/26/2011,???,???,???,6401200-077,50,??,1,1,14,7,21,0,1,1,0,0,10,2,0,0,20,4.761
1/31/2011,???,???,???,6401200-055,50,??,1,1,15,15,30,0,1,1,0,0,15,2,0,0,30,3.333
1/31/2011,???,???,???,6401200-054,100,??,1,1,16,13,29,0,1,1,0,0,5,1,0,0,5,3.448
2/1/2011,???,???,???,6401200-054,100,??,1,1,28,16,44,0,1,1,0,0,10,1,0,0,10,2.272
2/9/2011,???,???,???,6401200-065,100,??,1,1,33,25,58,0,1,1,0,0,30,1,0,0,30,1.724
2/10/2011,???,???,???,6401200-076,50,??,2,2,14,15,29,0,2,2,0,0,15,4,0,0,30,6.896
2/11/2011,???,???,???,6401200-043,50,??,2,2,17,9,26,2,0,2,0,0,8,4,0,0,16,7.692
2/11/2011,???,???,???,6401200-055,50,??,1,1,1,22,23,0,1,1,0,2,3,2,0.04,0,6,4.347
2/14/2011,???,???,???,6401200-058,50,??,1,1,21,12,33,0,1,1,0,0,20,2,0,0,40,3.03
2/14/2011,???,???,???,6401200-009,100,??,1,1,38,23,61,0,1,1,0,0,5,1,0,0,5,1.639
2/16/2011,???,???,???,6401200-006,50,??,1,1,21,10,31,2,0,2,0,0,10,4,0,0,20,6.451
2/16/2011,???,???,???,6401200-044,50,??,1,0,5,12,17,0,1,1,0,0,0,2,0,0,20,5.882
2/17/2011,???,???,???,6401200-056,50,??,1,1,3,4,7,1,0,1,0,0,12,2,0,0,24,14.285
2/17/2011,???,???,???,6401200-009,50,??,1,1,4,2,6,1,0,1,0,0,3,2,0,0,14,16.666
2/18/2011,???,???,???,6401200-038,50,??,1,1,6,12,18,1,0,1,0,1,50,2,0.02,0,100,5.555
2/18/2011,???,???,???,6401200-007,50,??,1,1,13,10,23,1,0,1,0,0,10,2,0,0,20,4.347
2/19/2011,???,???,None,None,50,??,1,0,16,25,41,1,0,1,0,0,0,2,0,0,4,2.439
2/19/2011,???,???,???,6401200-018,50,??,2,2,7,18,25,0,3,3,0,0,30,6,0,0,60,12
2/19/2011,???,???,???,6401200-050,50,??,1,0,13,10,23,0,1,1,0,0,0,2,0,0,10,4.347
2/20/2011,???,???,???,6401200-036,50,??,1,1,12,13,25,0,1,1,0,0,5,2,0,0,10,4
2/21/2011,???,???,???,6401200-072,50,??,1,1,15,7,22,0,1,1,0,0,15,2,0,0,30,4.545
2/21/2011,???,???,???,6401200-043,50,??,1,1,13,4,17,1,0,1,0,0,1,2,0,0,2,5.882
2/21/2011,???,???,???,6401200-074,50,??,1,1,15,16,31,0,1,1,0,0,2,2,0,0,4,3.225
2/21/2011,???,???,???,6401200-049,50,??,1,1,18,20,38,0,1,1,0,0,10,2,0,0,20,2.631
2/21/2011,???,???,???,6401200-016,50,??,1,1,11,20,31,0,1,1,0,0,10,2,0,0,20,3.225
2/22/2011,???,???,???,6401200-015,50,??,1,1,16,11,27,0,1,1,0,0,7,2,0,0,14,3.703
2/22/2011,???,???,???,6401200-003,239,??,3,2,151,83,234,1,2,3,0,0,55,1.255,0,0,23.849,1.282
2/22/2011,???,???,???,6401200-047,50,??,1,1,8,13,21,0,1,1,0,0,15,2,0,0,30,4.761
2/22/2011,???,???,???,6401200-019,50,??,1,1,18,11,29,0,1,1,0,0,10,2,0,0,20,3.448
2/22/2011,???,???,???,6401200-005,50,??,2,2,23,16,39,0,2,2,0,0,16,4,0,0,32,5.128
2/22/2011,???,???,???,6401200-014,50,??,1,1,5,10,15,0,1,1,0,0,7,2,0,0,14,6.666
2/22/2011,???,???,???,6401200-035,50,??,1,1,15,10,25,0,1,1,0,0,8,2,0,0,16,4
2/22/2011,???,???,???,6401200-001,50,??,2,2,10,18,28,0,2,2,0,0,45,4,0,0,90,7.142
2/22/2011,???,???,???,6401200-010,50,??,1,1,17,10,27,0,2,2,0,0,6,4,0,0,12,7.407
2/22/2011,???,???,???,6401200-004,50,??,2,1,7,8,15,1,3,4,0,0,5,8,0,0.04,110,26.666
2/23/2011,???,???,???,6401200-046,100,??,1,1,62,141,203,0,1,1,0,0,5,1,0,0,5,0.492
2/24/2011,???,???,???,6401200-071,50,??,1,1,17,41,58,0,1,1,0,0,4,2,0,0,8,1.724
2/25/2011,???,???,???,6401200-063,50,??,1,1,19,15,34,0,1,1,0,0,10,2,0,0,20,2.941
2/25/2011,???,???,???,6401200-040,50,??,1,0,15,21,36,0,2,2,0,0,0,4,0,0,56,5.555
2/25/2011,???,???,???,6401200-016,50,??,1,1,12,11,23,1,0,1,0,0,10,2,0,0,20,4.347
3/2/2011,???,???,???,6401200-075,50,??,1,1,16,15,31,1,0,1,0,0,1,2,0,0,2,3.225
3/3/2011,???,???,???,6401200-028,50,??,1,1,8,8,16,0,1,1,0,2,10,2,0.04,0,20,6.25
3/3/2011,???,???,???,6401200-057,50,??,2,2,16,12,28,0,2,2,0,1,13,4,0.02,0,26,7.142
3/3/2011,???,???,???,6401200-027,50,??,1,1,14,15,29,0,1,1,0,0,20,2,0,0,40,3.448
3/3/2011,???,???,???,6401200-016,50,??,1,1,5,14,19,0,1,1,0,0,1,2,0,0,2,5.263
3/4/2011,???,???,???,6401200-069,50,??,1,0,18,20,38,0,1,1,0,0,0,2,0,0,20,2.631
3/4/2011,???,???,???,6401200-060,50,??,1,1,10,17,27,0,1,1,0,1,10,2,0.02,0,20,3.703
3/4/2011,???,???,???,6401200-017,50,??,1,0,18,13,31,0,1,1,0,0,0,2,0,0,4,3.225
3/4/2011,???,???,???,6401200-006,50,??,1,0,12,21,33,0,1,1,0,0,0,2,0,0.02,20,3.03
3/4/2011,???,???,???,6401200-009,50,??,1,0,5,33,38,0,1,1,0,0,0,2,0,0,6,2.631
3/7/2011,???,???,None,None,50,??,1,1,4,19,23,0,1,1,0,0,2,2,0,0,4,4.347
3/7/2011,???,???,???,6401200-072,50,??,1,1,12,14,26,0,1,1,0,3,5,2,0.06,0,10,3.846
3/7/2011,???,???,???,6401200-070,50,??,1,1,13,25,38,0,1,1,0,0,10,2,0,0,20,2.631
3/7/2011,???,???,???,6401200-011,50,??,3,3,28,11,39,1,2,3,0,0,15,6,0,0,30,7.692
3/7/2011,???,???,???,6401200-039,50,??,1,0,10,16,26,0,1,1,0,0,0,2,0,0,12,3.846
3/7/2011,???,???,???,6401200-053,50,??,1,1,8,17,25,0,1,1,0,0,3,2,0,0,6,4
3/7/2011,???,???,???,6401200-047,50,??,1,1,20,18,38,1,0,1,0,0,10,2,0,0,30,2.631
3/7/2011,???,???,???,6401200-044,50,??,1,1,29,4,33,1,0,1,0,0,33,2,0,0,66,3.03
3/7/2011,???,???,???,6401200-041,50,??,1,0,13,16,29,0,1,1,0,0,0,2,0,0,24,3.448
3/7/2011,???,???,???,6401200-054,50,??,1,1,17,9,26,1,0,1,0,0,5,2,0,0,10,3.846
3/7/2011,???,???,???,6401200-067,50,??,1,0,31,16,47,0,1,1,0,0,0,2,0,0,20,2.127
3/7/2011,???,???,???,6401200-031,50,??,3,3,19,12,31,1,2,3,0,0,25,6,0,0,50,9.677
3/7/2011,???,???,???,6401200-013,50,??,1,1,16,11,27,0,1,1,0,0,10,2,0,0,20,3.703
3/11/2011,???,???,???,6401200-027,50,??,0,0,7,28,35,0,3,3,0,0,0,6,0,0,0,8.571
3/15/2011,???,???,???,6401200-017,50,??,2,2,7,16,23,0,2,2,7,1,20,4,0.16,0,40,8.695
3/15/2011,???,???,???,6401200-025,50,??,1,1,12,11,23,0,1,1,0,0,10,2,0,0,20,4.347
3/15/2011,???,???,???,6401200-049,50,??,1,1,6,24,30,0,1,1,0,0,5,2,0,0,10,3.333
3/22/2011,???,???,???,6401200-078,52,??,2,2,21,21,42,0,2,2,0,0,11,3.846,0,0,21.153,4.761
3/24/2011,???,???,???,6401200-046,100,??,3,1,28,34,62,0,3,3,0,0,10,3,0,0.02,20,4.838
3/24/2011,???,???,???,6401200-019,50,??,4,3,17,19,36,0,4,4,0,0,25,8,0,0.02,62,11.111
3/25/2011,???,???,???,6401200-021,50,??,1,1,20,9,29,0,1,1,0,0,3,2,0,0,6,3.448
3/28/2011,???,???,???,6401200-062,50,??,1,1,26,16,42,1,0,1,0,0,7,2,0,0,14,2.38
3/29/2011,???,???,???,6401200-002,50,??,2,2,13,15,28,1,1,2,1,0,4,4,0.02,0,8,7.142
3/29/2011,???,???,???,6401200-063,50,??,1,1,19,16,35,0,1,1,0,0,3,2,0,0,6,2.857
3/29/2011,???,???,???,6401200-029,50,??,1,1,27,6,33,1,0,1,0,0,5,2,0,0,10,3.03
3/29/2011,???,???,???,6401200-001,50,??,1,1,20,13,33,0,1,1,0,0,6,2,0,0,12,3.03
3/29/2011,???,???,???,6401200-010,50,??,2,2,10,13,23,0,2,2,0,0,46,4,0,0,92,8.695
3/29/2011,???,???,???,6401200-004,50,??,2,1,13,18,31,0,4,4,0,0,5,8,0,0.02,60,12.903
3/30/2011,???,???,???,6401200-051,50,??,2,2,13,12,25,1,1,2,0,1,20,4,0.02,0,40,8
3/30/2011,???,???,???,6401200-045,50,??,1,1,21,19,40,0,1,1,0,0,1,2,0,0,2,2.5
3/31/2011,???,???,???,6401200-017,50,??,1,1,18,7,25,0,1,1,0,2,15,2,0.04,0,30,4
3/31/2011,???,???,???,6401200-024,50,??,1,1,25,25,50,0,1,1,0,0,11,2,0,0,22,2
3/31/2011,???,???,???,6401200-014,50,??,1,1,14,26,40,0,1,1,0,0,5,2,0,0,10,2.5
3/31/2011,???,???,???,6401200-031,100,??,2,2,17,46,63,1,1,2,0,0,40,2,0,0,40,3.174
3/31/2011,???,???,???,6401200-049,50,??,2,0,12,25,37,0,2,2,0,0,0,4,0,0,22,5.405
3/31/2011,???,???,???,6401200-035,50,??,1,1,21,16,37,0,2,2,0,0,35,4,0,0,70,5.405
3/31/2011,???,???,???,6401200-016,50,??,1,1,7,16,23,0,1,1,0,0,4,2,0,0,8,4.347
4/1/2011,???,???,???,6401200-038,50,??,3,2,18,22,40,0,4,4,0,0,10,8,0,0.04,36,10
4/6/2011,???,???,???,6401200-049,50,??,1,1,18,20,38,0,2,2,0,0,50,4,0,0,100,5.263
4/8/2011,???,???,???,6401200-075,50,??,1,1,15,13,28,0,1,1,0,0,10,2,0,0,20,3.571
4/11/2011,???,???,???,6401200-047,50,??,2,2,19,18,37,0,2,2,1,0,37,4,0.02,0,74,5.405
4/11/2011,???,???,???,6401200-030,50,??,3,3,20,15,35,1,3,4,0,0,30,8,0,0,60,11.428
4/11/2011,???,???,???,6401200-041,50,??,1,1,13,19,32,0,1,1,0,0,9,2,0,0,18,3.125
4/11/2011,???,???,???,6401200-074,50,??,1,1,13,9,22,0,1,1,0,0,2,2,0,0,4,4.545
4/12/2011,???,???,???,6401200-054,50,??,2,2,20,10,30,2,0,2,0,3,15,4,0.06,0,30,6.666
4/13/2011,???,???,???,6401200-075,50,??,1,1,6,18,24,0,1,1,0,0,20,2,0,0,40,4.166
4/13/2011,???,???,???,6401200-049,50,??,1,1,12,6,18,2,0,2,0,0,5,4,0,0,10,11.111
4/13/2011,???,???,???,6401200-016,50,??,1,1,19,13,32,0,1,1,0,1,5,2,0.02,0,10,3.125
4/14/2011,???,???,???,6401200-039,50,??,1,1,23,19,42,1,0,1,0,0,13,2,0,0,26,2.38
4/15/2011,???,???,???,6401200-032,50,??,1,1,19,12,31,1,0,1,0,0,5,2,0,0,10,3.225
4/15/2011,???,???,???,6401200-006,50,??,1,1,16,15,31,0,1,1,0,0,5,2,0,0,10,3.225
4/15/2011,???,???,???,6401200-065,50,??,2,2,11,12,23,1,1,2,0,4,34,4,0.08,0,68,8.695
4/15/2011,???,???,???,6401200-007,50,??,1,1,7,19,26,0,1,1,0,2,10,2,0.04,0,20,3.846
4/15/2011,???,???,???,6401200-013,50,??,2,2,5,20,25,0,2,2,0,2,22,4,0.04,0,44,8
4/18/2011,???,???,???,6401200-020,50,??,1,0,13,17,30,0,1,1,0,0,0,2,0,0,24,3.333
4/18/2011,???,???,???,6401200-040,50,??,2,0,18,25,43,0,4,4,0,0,0,8,0,0.04,56,9.302
4/18/2011,???,???,???,6401200-049,50,??,1,1,7,20,27,0,2,2,0,0,6,4,0,0,12,7.407
4/19/2011,???,???,None,None,50,??,2,2,17,17,34,0,2,2,0,1,32,4,0.02,0,64,5.882
4/19/2011,???,???,???,6401200-022,50,??,2,0,20,15,35,0,2,2,0,0,0,4,0,0,54,5.714
4/19/2011,???,???,???,6401200-014,50,??,2,0,8,28,36,0,4,4,0,0,0,8,0,0.04,98,11.111
4/19/2011,???,???,???,6401200-062,50,??,1,0,16,24,40,0,1,1,0,0,0,2,0,0.02,38,2.5
4/19/2011,???,???,???,6401200-012,50,??,1,1,19,24,43,0,1,1,0,0,3,2,0,0,6,2.325
4/20/2011,???,???,???,6401200-051,50,??,1,1,12,26,38,0,1,1,0,0,7,2,0,0,14,2.631
4/20/2011,???,???,???,6401200-071,50,??,3,3,12,30,42,1,2,3,0,1,31,6,0.02,0,62,7.142
4/20/2011,???,???,???,6401200-070,50,??,2,1,10,59,69,0,2,2,0,1,10,4,0.02,0,26,2.898
4/20/2011,???,???,???,6401200-046,51,??,3,3,17,19,36,0,3,3,0,2,33,5.882,0.039,0,64.705,8.333
4/20/2011,???,???,???,6401200-005,50,??,1,0,18,15,33,0,1,1,0,0,0,2,0,0,34,3.03
4/20/2011,???,???,???,6401200-021,50,??,1,1,14,18,32,0,1,1,0,1,50,2,0.02,0,100,3.125
4/21/2011,???,???,???,6401200-027,50,??,1,1,18,23,41,0,1,1,0,0,5,2,0,0,10,2.439
4/21/2011,???,???,???,6401200-055,100,??,1,1,40,54,94,0,1,1,0,0,15,1,0,0,15,1.063
4/21/2011,???,???,???,6401200-054,50,??,1,1,21,13,34,0,1,1,0,0,9,2,0,0,18,2.941
4/21/2011,???,???,???,6401200-075,50,??,1,1,20,8,28,2,0,2,0,1,35,4,0.02,0,70,7.142
4/21/2011,???,???,???,6401200-025,63,??,1,1,18,31,49,0,1,1,0,0,10,1.587,0,0,15.873,2.04
4/21/2011,???,???,???,6401200-049,50,??,1,1,13,16,29,0,1,1,0,1,20,2,0.02,0,40,3.448
4/21/2011,???,???,???,6401200-073,50,??,1,1,15,13,28,0,1,1,0,0,28,2,0,0,56,3.571
4/21/2011,???,???,???,6401200-016,100,??,7,7,50,35,85,2,5,7,1,2,75,7,0.03,0,80,8.235
4/22/2011,???,???,???,6401200-017,50,??,1,1,12,15,27,0,1,1,1,1,1,2,0.04,0,2,3.703
4/25/2011,???,???,???,6401200-026,50,??,1,0,11,11,22,0,1,1,0,0,0,2,0,0.04,4,4.545
4/25/2011,???,???,???,6401200-037,50,??,6,5,21,24,45,0,6,6,0,1,41,12,0.02,0.02,128,13.333
4/25/2011,???,???,???,6401200-066,50,??,5,4,17,37,54,0,9,9,0,3,40,18,0.06,0,100,16.666
4/25/2011,???,???,???,6401200-016,50,??,3,3,29,14,43,0,3,3,2,5,22,6,0.14,0,44,6.976
4/27/2011,???,???,???,6401200-060,100,??,2,2,31,39,70,2,0,2,3,0,2,2,0.03,0,26,2.857
4/27/2011,???,???,???,6401200-034,50,??,2,2,8,25,33,1,1,2,3,0,28,4,0.06,0,56,6.06
4/27/2011,???,???,???,6401200-067,50,??,2,2,20,16,36,0,2,2,0,0,0,4,0,0,0,5.555
4/27/2011,???,???,???,6401200-018,50,??,1,1,14,13,27,0,1,1,0,0,7,2,0,0,14,3.703
4/28/2011,???,???,???,6401200-017,50,??,1,1,13,18,31,1,0,1,4,0,4,2,0.08,0,8,3.225
4/28/2011,???,???,???,6401200-076,50,??,1,1,13,19,32,0,1,1,0,1,8,2,0.02,0,16,3.125
4/28/2011,???,???,???,6401200-049,50,??,1,1,11,13,24,0,1,1,0,0,2,2,0,0,4,4.166
4/28/2011,???,???,???,6401200-029,50,??,1,1,18,12,30,1,0,1,0,0,2,2,0,0,4,3.333
4/29/2011,???,???,???,6401200-054,50,??,1,1,20,16,36,0,1,1,0,1,7,2,0.02,0,14,2.777
4/29/2011,???,???,???,6401200-031,50,??,1,1,19,33,52,0,1,1,0,0,9,2,0,0.02,50,1.923
4/29/2011,???,???,???,6401200-077,50,??,2,2,19,24,43,1,3,4,2,0,81,8,0.04,0,162,9.302
4/29/2011,???,???,???,6401200-010,50,??,2,1,11,27,38,0,3,3,0,0,17,6,0,0,48,7.894
5/3/2011,???,???,???,6401200-011,50,??,1,0,13,17,30,0,1,1,0,0,0,2,0,0,4,3.333
5/3/2011,???,???,???,6401200-060,50,??,2,2,17,15,32,0,2,2,0,0,14,4,0,0,28,6.25
5/3/2011,???,???,???,6401200-059,51,??,4,4,12,26,38,0,4,4,0,0,34,7.843,0,0,66.666,10.526
5/3/2011,???,???,???,6401200-064,50,??,1,1,18,21,39,0,1,1,0,0,10,2,0,0,20,2.564
5/3/2011,???,???,???,6401200-038,50,??,1,1,16,17,33,0,1,1,0,0,11,2,0,0,22,3.03
5/3/2011,???,???,???,6401200-054,79,??,1,1,18,32,50,0,1,1,0,0,5,1.265,0,0,6.329,2
5/3/2011,???,???,???,6401200-068,50,??,2,1,20,8,28,1,1,2,0,0,5,4,0,0,30,7.142
5/3/2011,???,???,???,6401200-016,50,??,3,3,20,24,44,1,2,3,8,0,75,6,0.16,0,150,6.818
5/5/2011,???,???,???,6401200-075,50,??,1,1,17,13,30,1,0,1,0,0,2,2,0,0,4,3.333
5/9/2011,???,???,???,6401200-065,85,??,2,2,15,45,60,0,2,2,0,0,11,2.352,0,0,12.941,3.333
5/9/2011,???,???,???,6401200-037,50,??,3,1,18,22,40,0,4,4,0,0,12,8,0,0.06,46,10
5/9/2011,???,???,???,6401200-034,87,??,5,3,23,80,103,0,6,6,0,0,16,6.896,0,0,32.183,5.825
5/9/2011,???,???,???,6401200-038,80,??,1,1,15,55,70,0,1,1,0,0,13,1.25,0,0,16.25,1.428
5/9/2011,???,???,???,6401200-029,50,??,1,0,15,26,41,0,1,1,0,0,0,2,0,0.02,20,2.439
5/10/2011,???,???,???,6401200-030,50,??,1,1,13,24,37,0,1,1,0,0,5,2,0,0,10,2.702
5/10/2011,???,???,???,6401200-031,89,??,3,1,29,58,87,0,3,3,0,1,10,3.37,0.011,0,41.573,3.448
5/11/2011,???,???,???,6401200-048,50,??,3,3,18,23,41,0,3,3,0,0,21,6,0,0,42,7.317
5/11/2011,???,???,???,6401200-055,50,??,4,4,13,14,27,0,4,4,0,0,40,8,0,0,80,14.814
5/11/2011,???,???,???,6401200-076,50,??,1,1,17,10,27,0,1,1,0,0,9,2,0,0,18,3.703
5/11/2011,???,???,???,6401200-025,50,??,1,1,18,28,46,0,1,1,0,0,10,2,0,0,20,2.173
5/11/2011,???,???,???,6401200-073,50,??,1,1,19,16,35,0,1,1,1,0,19,2,0.02,0,38,2.857
5/12/2011,???,???,???,6401200-054,50,??,1,1,17,17,34,0,1,1,0,0,7,2,0,0,14,2.941
5/12/2011,???,???,???,6401200-075,50,??,1,1,14,17,31,0,1,1,0,2,10,2,0.04,0,20,3.225
5/12/2011,???,???,???,6401200-077,90,??,4,5,19,56,75,0,6,6,1,4,40,6.666,0.055,0,44.444,8
5/17/2011,???,???,???,6401200-027,50,??,2,2,23,19,42,3,0,3,0,0,15,6,0,0,30,7.142
5/17/2011,???,???,???,6401200-049,51,??,1,1,12,22,34,0,1,1,0,0,3,1.96,0,0,5.882,2.941
5/17/2011,???,???,???,6401200-029,50,??,1,1,17,20,37,0,1,1,0,0,25,2,0,0,50,2.702
5/18/2011,???,???,???,6401200-076,50,??,2,2,21,23,44,0,2,2,0,2,17,4,0.04,0,34,4.545
5/18/2011,???,???,???,6401200-025,50,??,1,1,15,27,42,0,1,1,0,0,5,2,0,0,10,2.38
5/19/2011,???,???,???,6401200-072,50,??,1,1,32,9,41,0,1,1,0,0,7,2,0,0,14,2.439
5/19/2011,???,???,???,6401200-078,50,??,1,1,27,27,54,0,1,1,0,5,10,2,0.1,0,20,1.851
5/19/2011,???,???,???,6401200-054,50,??,1,1,20,36,56,0,1,1,0,3,2,2,0.06,0,4,1.785
5/20/2011,???,???,???,6401200-059,95,??,6,5,17,85,102,1,5,6,0,0,18,6.315,0,0,26.315,5.882
5/20/2011,???,???,???,6401200-055,50,??,3,0,11,38,49,0,3,3,0,0,0,6,0,0,42,6.122
5/23/2011,???,???,???,6401200-043,50,??,1,1,12,24,36,0,1,1,0,0,1,2,0,0,2,2.777
5/23/2011,???,???,???,6401200-027,50,??,2,2,17,32,49,0,2,2,0,0,16,4,0,0,32,4.081
5/23/2011,???,???,???,6401200-049,52,??,2,2,9,43,52,1,1,2,0,0,9,3.846,0,0,17.307,3.846
5/24/2011,???,???,???,6401200-075,50,??,2,2,13,24,37,0,3,3,0,0,15,6,0,0,30,8.108
5/24/2011,???,???,???,6401200-025,50,??,4,4,22,33,55,0,4,4,0,0,24,8,0,0,48,7.272
5/24/2011,???,???,???,6401200-073,50,??,2,2,14,16,30,0,2,2,0,0,27,4,0,0,54,6.666
5/24/2011,???,???,???,6401200-016,50,??,3,3,16,27,43,0,3,3,0,0,16,6,0,0,32,6.976
5/25/2011,???,???,???,6401200-057,50,??,5,5,23,26,49,1,4,5,0,3,38,10,0.06,0,76,10.204
5/25/2011,???,???,???,6401200-032,50,??,2,2,15,15,30,1,1,2,0,3,13,4,0.06,0,26,6.666
5/25/2011,???,???,???,6401200-054,50,??,1,1,18,24,42,0,1,1,0,0,4,2,0,0,8,2.38
5/25/2011,???,???,???,6401200-061,50,??,6,1,9,33,42,0,6,6,0,1,3,12,0.02,0.12,70,14.285
5/25/2011,???,???,???,6401200-062,50,??,1,0,16,33,49,0,3,3,0,0,0,6,0,0.06,28,6.122
5/25/2011,???,???,???,6401200-050,50,??,3,3,25,19,44,0,3,3,0,0,42,6,0,0,84,6.818
5/26/2011,???,???,???,6401200-060,80,??,7,6,31,95,126,0,8,8,1,0,51,10,0.012,0.062,103.75,6.349
5/26/2011,???,???,???,6401200-053,50,??,1,0,16,27,43,0,2,2,0,0,0,4,0,0.06,18,4.651
5/26/2011,???,???,???,6401200-019,50,??,4,4,12,23,35,0,5,5,0,1,66,10,0.02,0,132,14.285
5/26/2011,???,???,???,6401200-014,51,??,4,1,19,25,44,0,5,5,0,0,4,9.803,0,0.078,52.941,11.363
5/26/2011,???,???,???,6401200-035,50,??,1,0,14,22,36,0,1,1,0,0,0,2,0,0.1,14,2.777
5/27/2011,???,???,???,6401200-065,100,??,5,5,22,52,74,2,4,6,0,0,45,6,0,0,45,8.108
5/30/2011,???,???,???,6401200-028,90,??,7,7,15,58,73,0,7,7,1,2,49,7.777,0.033,0,54.444,9.589
6/2/2011,???,???,???,6401200-054,90,??,9,9,13,69,82,0,9,9,0,2,115,10,0.022,0,127.777,10.975
6/2/2011,???,???,???,6401200-029,50,??,2,2,25,24,49,0,2,2,0,0,30,4,0,0,60,4.081
6/3/2011,???,???,???,6401200-072,83,??,8,8,8,67,75,0,16,16,0,2,131,19.277,0.024,0,157.831,21.333
6/3/2011,???,???,???,6401200-017,50,??,2,2,26,23,49,0,2,2,0,0,16,4,0,0,32,4.081
6/3/2011,???,???,???,6401200-041,54,??,3,3,19,25,44,0,4,4,0,0,37,7.407,0,0,68.518,9.09
6/3/2011,???,???,???,6401200-040,50,??,2,0,19,20,39,0,2,2,0,0,0,4,0,0.06,68,5.128
6/3/2011,???,???,???,6401200-049,52,??,2,1,9,35,44,0,4,4,0,1,17,7.692,0.019,0,36.538,9.09
6/3/2011,???,???,???,6401200-007,50,??,4,4,10,38,48,0,7,7,0,0,98,14,0,0,196,14.583
6/7/2011,???,???,???,6401200-075,50,??,3,3,11,23,34,0,3,3,0,0,12,6,0,0,24,8.823
6/7/2011,???,???,???,6401200-025,50,??,3,3,32,36,68,1,3,4,0,0,18,8,0,0,36,5.882
6/7/2011,???,???,???,6401200-073,50,??,4,4,23,18,41,1,3,4,0,2,24,8,0.04,0,48,9.756
6/8/2011,???,???,???,6401200-026,50,??,1,1,20,15,35,0,1,1,0,0,4,2,0,0,8,2.857
6/8/2011,???,???,???,6401200-076,50,??,1,1,24,6,30,2,0,2,0,0,3,4,0,0,6,6.666
6/8/2011,???,???,???,6401200-074,50,??,3,3,15,25,40,0,5,5,0,0,18,10,0,0,36,12.5
6/8/2011,???,???,???,6401200-067,50,??,6,6,15,36,51,0,7,7,0,0,43,14,0,0,86,13.725
6/8/2011,???,???,???,6401200-016,50,??,3,3,21,31,52,0,3,3,0,0,25,6,0,0,50,5.769
6/10/2011,???,???,???,6401200-048,50,??,3,3,11,30,41,0,4,4,0,0,13,8,0,0,26,9.756
6/10/2011,???,???,???,6401200-024,50,??,2,0,14,16,30,0,2,2,0,0,0,4,0,0,54,6.666
6/10/2011,???,???,???,6401200-058,50,??,3,3,10,20,30,1,2,3,0,0,10,6,0,0,20,10
6/10/2011,???,???,???,6401200-029,50,??,1,1,19,17,36,0,1,1,0,0,20,2,0,0,40,2.777
6/10/2011,???,???,???,6401200-009,50,??,3,0,19,17,36,0,3,3,0,0,0,6,0,0,40,8.333
6/13/2011,???,???,???,6401200-043,50,??,1,1,33,14,47,0,2,2,0,1,31,4,0.02,0,144,4.255
